GG,RGD1,T1x
5165,['MR_82765_0'],3891
5166,[],9395
5167,[],9396
5168,[],3892
5169,[],3893
5170,[],3894
5171,[],3895
5172,[],
5173,[],3896
5174,[],3897
5175,[],3898
5176,[],3899
5177,[],
5178,[],3900
5179,[],3901
5180,['MR_63495_0'],3902
5181,[],3903
5182,[],3904
5183,[],3905
5184,[],3906
5185,[],3907
5186,[],
5187,[],3908
5188,[],3909
5189,[],
5190,[],9397
5191,[],3910
5192,[],3911
5193,[],
5194,[],3912
5195,[],3913
5196,['MR_1750_0'],3914
5197,[],3915
5198,[],3916
5199,[],3917
5200,[],3918
5201,[],3919
5202,[],3920
5203,[],3921
5204,[],9398
5205,[],3922
5206,[],3923
5207,[],
5208,['MR_23675_0'],3924
5209,[],3925
5210,[],3926
5211,[],3927
5212,[],3928
5213,[],9399
5214,[],
5215,[],
5216,[],3929
5217,[],3930
5218,[],3931
5219,[],3932
5220,[],
5221,[],3933
5222,[],3934
5223,[],3935
5224,[],
5225,[],3936
5226,[],3937
5227,['MR_45509_1'],3938
5228,[],3939
5229,[],3940
5230,[],3941
5231,[],3942
5232,[],3943
5233,['MR_17704_0'],9400
5234,[],3944
5235,[],3945
5236,[],3946
5237,[],3947
5238,[],3948
5239,[],9401
5240,[],3949
5241,[],9402
5242,[],3950
5243,[],3951
5244,[],3952
5245,[],3953
5246,[],3954
5247,[],3955
5248,[],3956
5249,[],3957
5250,[],
5251,[],3958
5252,[],3959
5253,[],3960
5254,[],3961
5255,[],3962
5256,[],3963
5257,[],3964
5258,[],3965
5259,[],
5260,[],3966
5261,[],
5262,[],3967
5263,[],3968
5264,[],3969
5265,[],9403
5266,[],3970
5267,[],3971
5268,['MR_16697_0'],3972
5269,[],9404
5270,[],3973
5271,[],3974
5272,[],3975
5273,[],3976
5274,[],3977
5275,[],3978
5276,[],3979
5277,[],3980
5278,[],
5279,[],
5280,[],3981
5281,[],3982
5282,[],3983
5283,[],3984
5284,[],
5285,[],
5286,[],3985
5287,[],3986
5288,[],3987
5289,[],3988
5290,['MR_98321_0'],3989
5291,[],3990
5292,[],3991
5293,[],9405
5294,[],3992
5295,[],3993
5296,[],3994
5297,[],3995
5298,[],3996
5299,[],
5300,[],3997
5301,[],3998
5302,[],3999
5303,[],4000
5304,[],4001
5305,[],4002
5306,[],
5307,[],
5308,[],4003
5309,[],
5310,['MR_5590_1'],4004
5311,[],4005
5312,[],4006
5313,[],4007
5314,[],
5315,[],4008
5316,[],4009
5317,[],4010
5318,[],4011
5319,[],9406
5320,[],9407
5321,[],4012
5322,[],4013
5323,[],4014
5324,[],4015
5325,[],4016
5326,[],
5327,[],9408
5328,[],
5329,[],4017
5330,[],
5331,[],4018
5332,[],4019
5333,[],4020
5334,[],4021
5335,[],4022
5336,[],4023
5337,[],4024
5338,[],4025
5339,['MR_76667_0'],4026
5340,[],4027
5341,[],4028
5342,[],4029
5343,[],4030
5344,"['MR_458846_2', 'MR_702847_1', 'MR_458846_0']",4031
5345,['MR_18425_0'],4032
5346,[],4033
5347,['MR_18426_0'],4034
5348,[],4035
5349,[],
5350,"['MR_419999_2', 'MR_420000_0']",4036
5351,[],4037
5352,['MR_18422_0'],4038
5353,[],9409
5354,[],4039
5355,[],4040
5356,[],4041
5357,[],4042
5358,[],4043
5359,[],4044
5360,[],4045
5361,[],4046
5362,[],4047
5363,[],
5364,[],4048
5365,[],4049
5366,[],
5367,[],
5368,[],
5369,[],4050
5370,[],4051
5371,[],
5372,[],4052
5373,[],4053
5374,[],4054
5375,[],4055
5376,[],4056
5377,[],4057
5378,[],4058
5379,[],4059
5380,['MR_36349_0'],4060
5381,[],4061
5382,"['MR_20963_0', 'MR_20963_2']",
5383,['MR_36342_0'],4062
5384,[],4063
5385,[],4064
5386,[],9410
5387,[],
5388,[],4065
5389,[],4066
5390,[],4067
5391,[],9411
5392,[],4068
5393,[],4069
5394,[],4070
5395,[],4071
5396,[],4072
5397,[],9412
5398,[],4073
5399,[],4074
5400,[],4075
5401,[],4076
5402,[],4077
5403,[],4078
5404,[],4079
5405,[],4080
5406,[],4081
5407,[],4082
5408,[],4083
5409,[],4084
5410,[],4085
5411,[],9413
5412,[],4086
5413,[],4087
5414,[],4088
5415,[],4089
5416,[],9414
5417,[],4090
5418,[],4091
5419,[],4092
5420,[],4093
5421,[],4094
5422,[],4095
5423,[],9415
5424,[],
5425,[],4096
5426,[],4097
5427,[],4098
5428,[],4099
5429,[],
5430,[],4100
5431,['MR_56036_0'],4101
5432,[],4102
5433,"['MR_58235_1', 'MR_58235_0']",
5434,[],4103
5435,[],4104
5436,[],4105
5437,[],
5438,[],4106
5439,[],
5440,"['MR_61065_1', 'MR_61067_2', 'MR_61067_1']",4107
5441,['MR_104495_1'],4108
5442,"['MR_29219_1', 'MR_29218_0']",4109
5443,[],4110
5444,[],4111
5445,[],4112
5446,[],4113
5447,[],4114
5448,['MR_29218_1'],4115
5449,[],4116
5450,[],4117
5451,[],
5452,['MR_22245_0'],
5453,[],4118
5454,[],4119
5455,[],4120
5456,[],
5457,[],4121
5458,[],4122
5459,[],4123
5460,[],4124
5461,['MR_10019_2'],4125
5462,['MR_208773_0'],4126
5463,[],4127
5464,[],
5465,[],4128
5466,[],4129
5467,[],
5468,[],4130
5469,[],
5470,[],4131
5471,[],4132
5472,[],4133
5473,[],4134
5474,[],
5475,[],4135
5476,[],4136
5477,[],4137
5478,[],4138
5479,[],4139
5480,[],9416
5481,[],4140
5482,[],
5483,[],4141
5484,[],4142
5485,[],4143
5486,[],4144
5487,[],4145
5488,[],4146
5489,[],4147
5490,[],4148
5491,[],
5492,[],4149
5493,[],4150
5494,[],
5495,[],4151
5496,[],4152
5497,[],
5498,[],4153
5499,[],4154
5500,[],4155
5501,[],4156
5502,[],4157
5503,[],4158
5504,[],4159
5505,[],9417
5506,[],9418
5507,[],4160
5508,[],4161
5509,[],4162
5510,[],4163
5511,[],4164
5512,[],4165
5513,[],4166
5514,[],4167
5515,[],
5516,[],4168
5517,[],4169
5518,[],4170
5519,[],4171
5520,[],4172
5521,[],4173
5522,[],4174
5523,[],4175
5524,[],4176
5525,[],
5526,[],
5527,[],4177
5528,[],4178
5529,[],4179
5530,[],4180
5531,[],
5532,[],4181
5533,[],
5534,[],4182
5535,[],4183
5536,[],
5537,[],4184
5538,[],
5539,[],
5540,[],4185
5541,[],4186
5542,[],9419
5543,[],4187
5544,[],4188
5545,[],4189
5546,[],4190
5547,[],4191
5548,[],4192
5549,[],4193
5550,[],4194
5551,[],4195
5552,[],4196
5553,[],9420
5554,[],4197
5555,[],4198
5556,[],4199
5557,[],4200
5558,[],4201
5559,[],
5560,[],4202
5561,[],
5562,[],4203
5563,[],4204
5564,[],9421
5565,[],4205
5566,[],4206
5567,[],4207
5568,[],4208
5569,[],4209
5570,[],4210
5571,[],4211
5572,[],4212
5573,[],4213
5574,[],
5575,[],4214
5576,[],
5577,[],4215
5578,[],4216
5579,[],4217
5580,[],4218
5581,[],
5582,[],4219
5583,[],4220
5584,[],4221
5585,[],
5586,[],4222
5587,[],4223
5588,[],4224
5589,[],4225
5590,[],4226
5591,[],
5592,['MR_292133_1'],4227
5593,['MR_374227_0'],
5594,[],4228
5595,[],9422
5596,[],
5597,[],4229
5598,[],9423
5599,[],4230
5600,[],4231
5601,[],4232
5602,[],4233
5603,[],4234
5604,[],4235
5605,[],4236
5606,[],4237
5607,[],4238
5608,[],9424
5609,[],4239
5610,[],9425
5611,[],4240
5612,[],4241
5613,[],4242
5614,[],4243
5615,[],4244
5616,[],4245
5617,[],4246
5618,[],4247
5619,"['MR_23571_0', 'MR_674176_0']",4248
5620,['MR_674175_1'],4249
5621,"['MR_14126_0', 'MR_14126_1']",4250
5622,[],4251
5623,[],4252
5624,[],4253
5625,[],4254
5626,[],4255
5627,[],4256
5628,[],4257
5629,[],4258
5630,[],4259
5631,[],4260
5632,[],9426
5633,[],4261
5634,[],9427
5635,[],4262
5636,[],4263
5637,[],4264
5638,[],4265
5639,[],4266
5640,[],4267
5641,[],4268
5642,[],4269
5643,[],9428
5644,[],4270
5645,[],4271
5646,[],4272
5647,[],9429
5648,[],4273
5649,[],9430
5650,[],4274
5651,[],4275
5652,[],4276
5653,['MR_547763_2'],4277
5654,[],4278
5655,[],4279
5656,[],4280
5657,[],4281
5658,[],4282
5659,[],4283
5660,[],4284
5661,[],4285
5662,[],4286
5663,[],4287
5664,[],4288
5665,[],4289
5666,[],4290
5667,[],4291
5668,[],4292
5669,[],4293
5670,[],4294
5671,[],4295
5672,[],4296
5673,[],4297
5674,[],4298
5675,[],
5676,[],4299
5677,[],4300
5678,[],4301
5679,[],
5680,[],4302
5681,[],4303
5682,[],4304
5683,[],4305
5684,[],4306
5685,[],4307
5686,[],9431
5687,"['MR_310968_0', 'MR_310968_1']",
5688,[],4308
5689,[],4309
5690,[],4310
5691,[],4311
5692,[],9432
5693,[],4312
5694,[],4313
5695,['MR_18426_0'],4314
5696,[],9433
5697,[],4315
5698,[],4316
5699,[],4317
5700,['MR_137856_0'],4318
5701,[],4319
5702,[],4320
5703,[],4321
5704,[],4322
5705,[],4323
5706,[],
5707,[],9434
5708,[],
5709,[],4324
5710,[],4325
5711,"['MR_167176_1', 'MR_167181_1']",4326
5712,[],4327
5713,[],4328
5714,[],4329
5715,[],4330
5716,[],
5717,[],4331
5718,[],4332
5719,[],4333
5720,['MR_327081_1'],4334
5721,[],4335
5722,[],4336
5723,[],4337
5724,[],4338
5725,[],4339
5726,[],4340
5727,[],4341
5728,['MR_62786_0'],4342
5729,[],9435
5730,['MR_6493_0'],4343
5731,[],4344
5732,[],4345
5733,[],4346
5734,[],4347
5735,[],4348
5736,[],9436
5737,[],4349
5738,[],4350
5739,[],4351
5740,"['MR_244021_0', 'MR_33022_2', 'MR_244021_1']",4352
5741,[],4353
5742,[],4354
5743,[],4355
5744,[],4356
5745,[],4357
5746,[],4358
5747,[],4359
5748,[],4360
5749,[],4361
5750,[],4362
5751,[],4363
5752,[],4364
5753,[],4365
5754,[],4366
5755,[],4367
5756,[],4368
5757,[],4369
5758,[],4370
5759,[],9437
5760,['MR_440155_2'],4371
5761,[],4372
5762,[],4373
5763,[],4374
5764,[],4375
5765,[],4376
5766,[],4377
5767,[],4378
5768,[],4379
5769,[],4380
5770,[],4381
5771,[],9438
5772,[],4382
5773,[],4383
5774,[],4384
5775,[],4385
5776,[],4386
5777,[],4387
5778,[],
5779,[],4388
5780,[],4389
5781,[],4390
5782,[],4391
5783,[],
5784,[],4392
5785,[],4393
5786,[],4394
5787,[],4395
5788,[],4396
5789,[],
5790,[],4397
5791,[],4398
5792,[],4399
5793,[],4400
5794,[],4401
5795,[],4402
5796,[],4403
5797,[],4404
5798,[],4405
5799,[],4406
5800,[],4407
5801,[],4408
5802,['MR_17820_0'],
5803,[],4409
5804,[],4410
5805,[],4411
5806,[],4412
5807,[],4413
5808,[],4414
5809,[],4415
5810,[],4416
5811,[],4417
5812,[],4418
5813,[],4419
5814,[],4420
5815,[],4421
5816,[],
5817,[],4422
5818,[],9439
5819,['MR_3329_0'],4423
5820,[],4424
5821,[],4425
5822,[],
5823,[],
5824,[],4426
5825,[],
5826,['MR_31184_0'],4427
5827,"['MR_31185_0', 'MR_444351_0', 'MR_203565_0']",4428
5828,[],4429
5829,[],4430
5830,[],4431
5831,[],
5832,[],4432
5833,['MR_179553_0'],4433
5834,[],4434
5835,[],
5836,[],4435
5837,[],4436
5838,[],4437
5839,[],4438
5840,[],
5841,[],4439
5842,['MR_528435_0'],4440
5843,[],4441
5844,[],4442
5845,[],4443
5846,[],4444
5847,[],4445
5848,[],4446
5849,[],4447
5850,[],9440
5851,[],4448
5852,[],4449
5853,[],4450
5854,[],4451
5855,[],4452
5856,[],
5857,[],4453
5858,[],4454
5859,[],4455
5860,[],9441
5861,[],4456
5862,[],9442
5863,[],4457
5864,[],4458
5865,[],4459
5866,[],4460
5867,"['MR_82411_0', 'MR_82411_1']",
5868,[],4461
5869,[],4462
5870,[],4463
5871,[],4464
5872,"['MR_106716_1', 'MR_106716_0']",4465
5873,[],4466
5874,[],4467
5875,[],4468
5876,[],
5877,[],4469
5878,[],9443
5879,[],4470
5880,[],4471
5881,[],4472
5882,[],4473
5883,[],
5884,[],4474
5885,[],4475
5886,[],4476
5887,[],4477
5888,[],4478
5889,[],4479
5890,"['MR_45404_0', 'MR_66749_1', 'MR_45404_2']",4480
5891,"['MR_706482_0', 'MR_105920_0']",4481
5892,['MR_5566_0'],4482
5893,['MR_15643_1'],4483
5894,[],4484
5895,[],4485
5896,[],4486
5897,[],4487
5898,[],4488
5899,[],4489
5900,[],4490
5901,[],4491
5902,[],4492
5903,[],4493
5904,[],4494
5905,[],4495
5906,[],
5907,[],4496
5908,[],4497
5909,[],
5910,[],4498
5911,[],
5912,[],4499
5913,[],4500
5914,[],4501
5915,[],4502
5916,[],4503
5917,[],4504
5918,[],4505
5919,[],4506
5920,[],4507
5921,[],4508
5922,[],4509
5923,[],4510
5924,['MR_295688_0'],
5925,[],
5926,[],
5927,[],
5928,[],4511
5929,[],4512
5930,['MR_396502_0'],4513
5931,[],4514
5932,[],4515
5933,[],4516
5934,[],4517
5935,['MR_396501_0'],
5936,[],4518
5937,[],4519
5938,[],4520
5939,[],4521
5940,[],4522
5941,[],4523
5942,[],
5943,[],9444
5944,[],9445
5945,[],9446
5946,[],
5947,[],4524
5948,[],9447
5949,[],4525
5950,[],4526
5951,[],4527
5952,[],4528
5953,[],4529
5954,[],4530
5955,[],4531
5956,[],
5957,[],4532
5958,[],4533
5959,[],4534
5960,[],
5961,[],
5962,[],4535
5963,[],4536
5964,[],9448
5965,[],4537
5966,[],
5967,"['MR_83986_0', 'MR_45381_0']",
5968,[],4538
5969,[],4539
5970,[],4540
5971,[],4541
5972,['MR_15279_0'],4542
5973,[],4543
5974,[],4544
5975,[],4545
5976,[],4546
5977,[],
5978,[],4547
5979,[],4548
5980,[],
5981,[],4549
5982,[],4550
5983,[],4551
5984,[],9449
5985,[],4552
5986,[],4553
5987,[],4554
5988,[],4555
5989,[],4556
5990,[],4557
5991,[],4558
5992,[],4559
5993,[],4560
5994,[],
5995,[],4561
5996,[],4562
5997,[],4563
5998,[],4564
5999,[],4565
6000,[],4566
6001,[],9450
6002,[],4567
6003,[],4568
6004,[],4569
6005,[],4570
6006,[],9451
6007,[],
6008,[],9452
6009,[],9453
6010,[],4571
6011,[],4572
6012,[],4573
6013,[],4574
6014,[],4575
6015,[],4576
6016,[],4577
6017,[],4578
6018,[],4579
6019,[],4580
6020,['MR_34567_0'],4581
6021,[],4582
6022,[],4583
6023,[],4584
6024,[],4585
6025,[],4586
6026,[],4587
6027,[],4588
6028,[],4589
6029,[],4590
6030,[],4591
6031,[],9454
6032,[],4592
6033,[],4593
6034,[],4594
6035,[],4595
6036,[],4596
6037,[],4597
6038,[],9455
6039,[],
6040,[],4598
6041,[],4599
6042,[],4600
6043,[],4601
6044,[],4602
6045,[],9456
6046,[],4603
6047,[],4604
6048,[],4605
6049,[],4606
6050,['MR_78487_1'],4607
6051,[],4608
6052,[],4609
6053,[],4610
6054,[],4611
6055,[],4612
6056,[],
6057,[],4613
6058,[],4614
6059,[],4615
6060,[],4616
6061,[],9457
6062,[],4617
6063,[],9458
6064,[],4618
6065,[],
6066,[],4619
6067,[],
6068,['MR_21190_1'],4620
6069,[],4621
6070,[],4622
6071,[],4623
6072,"['MR_6457_2', 'MR_150787_2']",
6073,"['MR_120948_1', 'MR_120948_0', 'MR_120948_2']",9459
6074,[],4624
6075,[],9460
6076,[],
6077,[],
6078,[],
6079,[],9461
6080,[],4625
6081,[],4626
6082,[],
6083,[],
6084,[],4627
6085,[],
6086,[],4628
6087,[],4629
6088,[],4630
6089,[],4631
6090,[],4632
6091,['MR_346807_0'],4633
6092,[],4634
6093,[],
6094,[],4635
6095,[],4636
6096,[],4637
6097,[],4638
6098,[],4639
6099,[],4640
6100,"['MR_3080_0', 'MR_3080_2']",4641
6101,[],4642
6102,[],4643
6103,[],4644
6104,[],4645
6105,[],4646
6106,[],4647
6107,[],4648
6108,[],4649
6109,[],4650
6110,[],4651
6111,[],
6112,[],4652
6113,['MR_263360_0'],
6114,[],4653
6115,[],4654
6116,[],4655
6117,[],4656
6118,[],4657
6119,[],4658
6120,[],4659
6121,[],4660
6122,[],4661
6123,[],4662
6124,[],4663
6125,[],4664
6126,[],
6127,[],4665
6128,[],4666
6129,[],4667
6130,[],4668
6131,[],
6132,[],4669
6133,[],4670
6134,[],4671
6135,[],4672
6136,[],4673
6137,[],
6138,[],4674
6139,[],4675
6140,[],4676
6141,[],4677
6142,[],
6143,[],4678
6144,[],4679
6145,[],4680
6146,[],9462
6147,[],4681
6148,[],9463
6149,[],4682
6150,[],4683
6151,[],
6152,[],4684
6153,[],4685
6154,[],4686
6155,[],
6156,[],
6157,[],4687
6158,[],9464
6159,[],4688
6160,[],4689
6161,[],9465
6162,[],
6163,[],4690
6164,[],4691
6165,[],4692
6166,[],
6167,[],4693
6168,[],4694
6169,[],4695
6170,[],4696
6171,[],4697
6172,[],9466
6173,[],4698
6174,[],4699
6175,[],
6176,[],4700
6177,[],4701
6178,[],4702
6179,[],4703
6180,[],4704
6181,[],4705
6182,[],4706
6183,[],
6184,[],4707
6185,[],4708
6186,[],4709
6187,[],4710
6188,[],4711
6189,[],4712
6190,[],4713
6191,[],4714
6192,[],4715
6193,[],4716
6194,[],4717
6195,[],4718
6196,[],4719
6197,[],4720
6198,[],9467
6199,[],4721
6200,[],4722
6201,[],4723
6202,[],4724
6203,[],4725
6204,[],9468
6205,[],4726
6206,[],
6207,[],4727
6208,[],4728
6209,[],4729
6210,[],4730
6211,[],4731
6212,[],4732
6213,[],4733
6214,[],4734
6215,[],4735
6216,[],4736
6217,[],
6218,[],
6219,[],4737
6220,[],4738
6221,[],4739
6222,[],4740
6223,[],4741
6224,[],4742
6225,[],4743
6226,[],4744
6227,[],4745
6228,[],4746
6229,[],
6230,[],4747
6231,[],4748
6232,[],4749
6233,[],4750
6234,[],
6235,['MR_141422_0'],4751
6236,[],4752
6237,[],4753
6238,[],4754
6239,[],
6240,[],4755
6241,[],4756
6242,[],4757
6243,[],
6244,[],4758
6245,[],4759
6246,[],4760
6247,[],4761
6248,[],4762
6249,[],4763
6250,[],4764
6251,[],4765
6252,['MR_59894_2'],4766
6253,[],4767
6254,[],4768
6255,[],
6256,[],4769
6257,[],4770
6258,[],4771
6259,"['MR_65262_2', 'MR_65262_1']",4772
6260,[],4773
6261,[],4774
6262,[],
6263,[],
6264,[],4775
6265,['MR_258742_0'],4776
6266,[],4777
6267,[],4778
6268,[],4779
6269,[],4780
6270,[],4781
6271,[],4782
6272,[],4783
6273,[],4784
6274,[],4785
6275,[],
6276,[],4786
6277,['MR_57374_0'],4787
6278,[],4788
6279,[],4789
6280,[],4790
6281,[],4791
6282,[],9469
6283,[],4792
6284,[],4793
6285,[],4794
6286,[],4795
6287,[],4796
6288,[],4797
6289,[],4798
6290,[],4799
6291,[],4800
6292,[],4801
6293,[],
6294,['MR_729_0'],
6295,[],4802
6296,[],4803
6297,['MR_3003_0'],4804
6298,[],4805
6299,[],4806
6300,[],
6301,[],4807
6302,[],4808
6303,[],4809
6304,[],4810
6305,[],4811
6306,[],4812
6307,['MR_3329_0'],4813
6308,[],
6309,[],4814
6310,[],
6311,[],4815
6312,[],4816
6313,[],9470
6314,[],4817
6315,[],4818
6316,[],4819
6317,"['MR_103585_1', 'MR_149871_2', 'MR_149871_0', 'MR_103585_2']",4820
6318,['MR_267039_0'],4821
6319,[],4822
6320,[],4823
6321,[],4824
6322,[],4825
6323,[],4826
6324,[],4827
6325,[],9471
6326,[],4828
6327,[],
6328,[],4829
6329,[],4830
6330,[],4831
6331,[],4832
6332,[],4833
6333,[],
6334,[],4834
6335,[],4835
6336,[],4836
6337,[],4837
6338,[],4838
6339,[],4839
6340,[],4840
6341,[],4841
6342,[],4842
6343,[],4843
6344,[],4844
6345,[],9472
6346,[],9473
6347,[],
6348,[],4845
6349,[],4846
6350,[],4847
6351,[],4848
6352,[],4849
6353,[],4850
6354,[],
6355,[],4851
6356,[],
6357,[],9474
6358,[],4852
6359,[],9475
6360,[],9476
6361,[],9477
6362,[],4853
6363,[],
6364,[],
6365,[],4854
6366,[],9478
6367,[],4855
6368,[],9479
6369,[],4856
6370,[],4857
6371,[],9480
6372,[],9481
6373,[],
6374,[],4858
6375,[],4859
6376,[],4860
6377,[],4861
6378,['MR_76393_2'],4862
6379,[],9482
6380,[],4863
6381,[],4864
6382,[],4865
6383,[],4866
6384,[],4867
6385,[],4868
6386,[],4869
6387,[],4870
6388,[],4871
6389,[],4872
6390,[],4873
6391,[],4874
6392,['MR_12799_0'],
6393,[],4875
6394,[],4876
6395,[],
6396,[],4877
6397,[],4878
6398,[],4879
6399,[],
6400,"['MR_111070_0', 'MR_483228_0', 'MR_75043_0']",
6401,[],4880
6402,[],4881
6403,[],
6404,[],4882
6405,[],4883
6406,[],4884
6407,[],4885
6408,[],4886
6409,[],4887
6410,[],4888
6411,[],4889
6412,[],4890
6413,[],4891
6414,[],4892
6415,[],4893
6416,[],
6417,[],4894
6418,[],
6419,[],4895
6420,[],9483
6421,['MR_62704_1'],9484
6422,[],4896
6423,[],4897
6424,[],4898
6425,[],4899
6426,"['MR_575353_2', 'MR_575353_0']",4900
6427,[],9485
6428,[],
6429,['MR_62705_2'],4901
6430,[],9486
6431,[],4902
6432,[],4903
6433,[],4904
6434,[],4905
6435,[],4906
6436,[],9487
6437,[],4907
6438,[],4908
6439,[],9488
6440,[],4909
6441,[],4910
6442,[],4911
6443,[],4912
6444,[],4913
6445,[],
6446,[],
6447,[],4914
6448,[],4915
6449,[],4916
6450,[],4917
6451,[],9489
6452,[],
6453,[],
6454,[],4918
6455,[],
6456,[],4919
6457,[],4920
6458,[],4921
6459,[],4922
6460,[],4923
6461,[],4924
6462,[],4925
6463,[],4926
6464,[],4927
6465,[],
6466,[],4928
6467,[],4929
6468,[],4930
6469,[],4931
6470,[],4932
6471,[],4933
6472,[],4934
6473,[],4935
6474,[],4936
6475,[],4937
6476,['MR_107993_0'],4938
6477,[],4939
6478,[],4940
6479,[],4941
6480,[],
6481,[],4942
6482,[],
6483,[],9490
6484,[],4943
6485,[],4944
6486,[],4945
6487,[],4946
6488,[],4947
6489,[],4948
6490,[],
6491,[],4949
6492,[],4950
6493,[],9491
6494,[],4951
6495,[],
6496,[],4952
6497,[],9492
6498,[],4953
6499,[],4954
6500,[],4955
6501,[],
6502,[],4956
6503,[],4957
6504,[],4958
6505,[],4959
6506,[],9493
6507,[],
6508,[],9494
6509,[],4960
6510,[],4961
6511,[],4962
6512,[],4963
6513,[],4964
6514,[],4965
6515,[],4966
6516,['MR_49221_1'],4967
6517,['MR_205358_2'],4968
6518,[],9495
6519,[],4969
6520,[],4970
6521,[],4971
6522,[],4972
6523,[],4973
6524,[],4974
6525,[],4975
6526,[],
6527,[],4976
6528,[],4977
6529,[],4978
6530,[],9496
6531,[],4979
6532,[],4980
6533,[],4981
6534,[],
6535,[],4982
6536,[],4983
6537,[],4984
6538,[],9497
6539,[],
6540,[],4985
6541,[],4986
6542,[],
6543,[],4987
6544,[],4988
6545,[],4989
6546,[],4990
6547,[],4991
6548,[],4992
6549,[],4993
6550,[],4994
6551,[],4995
6552,[],4996
6553,[],4997
6554,[],
6555,[],
6556,[],4998
6557,[],4999
6558,[],5000
6559,[],5001
6560,[],5002
6561,[],5003
6562,[],9498
6563,[],5004
6564,[],5005
6565,[],5006
6566,[],5007
6567,[],
6568,[],5008
6569,[],5009
6570,[],
6571,[],5010
6572,[],9499
6573,[],5011
6574,[],5012
6575,[],5013
6576,['MR_248486_0'],5014
6577,[],5015
6578,[],5016
6579,[],5017
6580,[],5018
6581,[],5019
6582,[],9500
6583,[],5020
6584,[],5021
6585,[],5022
6586,[],5023
6587,[],
6588,[],9501
6589,[],
6590,[],
6591,[],5024
6592,[],5025
6593,[],5026
6594,[],5027
6595,[],
6596,[],5028
6597,[],5029
6598,[],5030
6599,[],9502
6600,[],5031
6601,[],
6602,[],5032
6603,[],
6604,[],5033
6605,[],9503
6606,[],5034
6607,[],5035
6608,[],5036
6609,[],5037
6610,[],
6611,[],
6612,[],5038
6613,[],5039
6614,[],5040
6615,[],5041
6616,[],
6617,[],
6618,[],5042
6619,[],5043
6620,[],
6621,[],5044
6622,[],5045
6623,[],5046
6624,[],
6625,[],
6626,[],5047
6627,[],5048
6628,[],5049
6629,[],
6630,[],5050
6631,[],5051
6632,[],9504
6633,[],
6634,[],5052
6635,[],5053
6636,[],5054
6637,[],5055
6638,[],
6639,[],5056
6640,[],5057
6641,[],9505
6642,[],5058
6643,[],5059
6644,[],5060
6645,[],5061
6646,[],5062
6647,[],
6648,[],5063
6649,[],5064
6650,[],5065
6651,[],9506
6652,[],5066
6653,[],5067
6654,[],5068
6655,[],5069
6656,[],5070
6657,[],5071
6658,[],5072
6659,[],5073
6660,[],5074
6661,[],5075
6662,[],5076
6663,[],5077
6664,[],5078
6665,[],5079
6666,[],5080
6667,[],5081
6668,[],5082
6669,[],9507
6670,[],5083
6671,['MR_265577_0'],5084
6672,[],5085
6673,[],5086
6674,[],5087
6675,[],5088
6676,[],5089
6677,[],9508
6678,[],5090
6679,[],5091
6680,[],5092
6681,[],5093
6682,[],5094
6683,[],5095
6684,[],5096
6685,[],
6686,[],5097
6687,[],5098
6688,[],5099
6689,[],5100
6690,[],
6691,[],
6692,[],9509
6693,[],
6694,[],5101
6695,"['MR_150627_0', 'MR_520243_0']",
6696,[],5102
6697,[],5103
6698,[],
6699,[],5104
6700,[],5105
6701,[],5106
6702,[],9510
6703,[],5107
6704,[],5108
6705,[],5109
6706,[],5110
6707,[],5111
6708,[],5112
6709,[],5113
6710,[],
6711,[],5114
6712,[],5115
6713,[],5116
6714,[],5117
6715,[],5118
6716,[],
6717,[],5119
6718,[],9511
6719,[],
6720,[],5120
6721,[],5121
6722,[],5122
6723,[],5123
6724,[],5124
6725,[],9512
6726,[],9513
6727,[],
6728,[],5125
6729,[],5126
6730,[],9514
6731,[],5127
6732,[],5128
6733,[],5129
6734,[],5130
6735,[],
6736,[],5131
6737,[],5132
6738,[],5133
6739,[],
6740,[],5134
6741,[],
6742,[],9515
6743,[],5135
6744,[],9516
6745,[],5136
6746,[],5137
6747,[],5138
6748,[],5139
6749,[],
6750,[],5140
6751,[],5141
6752,[],9517
6753,[],9518
6754,[],5142
6755,[],9519
6756,[],5143
6757,[],5144
6758,[],5145
6759,[],
6760,[],5146
6761,[],5147
6762,[],
6763,[],
6764,[],5148
6765,[],
6766,[],5149
6767,[],5150
6768,[],
6769,[],5151
6770,[],9520
6771,[],5152
6772,[],5153
6773,[],5154
6774,[],5155
6775,[],
6776,[],5156
6777,[],5157
6778,[],5158
6779,[],5159
6780,[],5160
6781,[],
6782,[],5161
6783,[],5162
6784,[],
6785,[],5163
6786,[],5164
6787,[],5165
6788,[],5166
6789,[],5167
6790,[],
6791,[],5168
6792,[],
6793,[],
6794,[],5169
6795,[],
6796,[],5170
6797,[],
6798,[],5171
6799,[],5172
6800,[],
6801,[],5173
6802,[],5174
6803,[],5175
6804,[],5176
6805,[],5177
6806,[],5178
6807,[],5179
6808,[],5180
6809,[],5181
6810,[],5182
6811,[],5183
6812,[],9521
6813,[],5184
6814,[],9522
6815,[],
6816,[],5185
6817,[],
6818,[],5186
6819,[],5187
6820,[],5188
6821,[],5189
6822,[],5190
6823,[],5191
6824,[],
6825,[],9523
6826,[],5192
6827,[],5193
6828,[],9524
6829,[],9525
6830,[],
6831,[],5194
6832,[],5195
6833,[],9526
6834,[],5196
6835,[],5197
6836,[],5198
